0.0, B00,B01,B02,B03,B04,B05,B06,B07,B08,B09,S00,S01,S02,S03,S04,S05,S06,S07,S08,S09,
160.00, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 500, -1, -1, -1, -1, -1, 
160.05, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 498, -1, -1, 500, -1, -1, -1, -1, -1, 
160.10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 498, -1, 496, 500, -1, -1, -1, -1, -1, 
160.15, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 498, -1, 496, 500, -1, -1, -1, 494, -1, 
160.20, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 498, -1, 496, 500, -1, -1, -1, 494, -1, 
160.25, 1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, 498, -1, 496, 500, -1, -1, -1, 494, -1, 
160.30, 1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, 498, 492, 496, 500, -1, -1, -1, 494, -1, 
160.35, 1, -1, -1, -1, -1, -1, 5, 3, -1, -1, -1, 498, 492, 496, 500, -1, -1, -1, 494, -1, 
160.40, 1, -1, -1, -1, -1, -1, 5, 3, -1, -1, -1, 498, 492, 496, 490, -1, -1, -1, 494, -1, 
160.45, 1, -1, -1, -1, -1, -1, 5, 3, -1, -1, -1, 488, 492, 496, 490, -1, -1, -1, 494, -1, 
160.50, 1, -1, -1, -1, -1, -1, 5, 3, -1, -1, -1, 488, 492, 496, 490, -1, -1, 486, 494, -1, 
160.55, 1, -1, -1, -1, -1, -1, 5, 3, -1, -1, -1, 488, 492, 496, 490, 484, -1, 486, 494, -1, 
160.60, 1, -1, -1, -1, -1, -1, 5, 3, -1, -1, -1, 488, 482, 496, 490, 484, -1, 486, 494, -1, 
160.65, 1, 7, -1, -1, -1, -1, 5, 3, -1, -1, -1, 488, 482, 496, 490, 484, -1, 486, 494, -1, 
160.70, 1, 7, -1, -1, -1, 9, 5, 3, -1, -1, -1, 488, 482, 496, 490, 484, -1, 486, 494, -1, 
160.75, 1, 7, -1, -1, 11, 9, 5, 3, -1, -1, -1, 488, 482, 496, 490, 484, -1, 486, 494, -1, 
160.80, 13, 7, -1, -1, 11, 9, 5, 3, -1, -1, -1, 488, 482, 496, 490, 484, -1, 486, 494, -1, 
160.85, 13, 15, -1, -1, 11, 9, 5, 3, -1, -1, -1, 488, 482, 496, 490, 484, -1, 486, 494, -1, 
160.90, 13, 15, -1, -1, 11, 9, 5, 3, -1, -1, -1, 488, 482, 496, 480, 484, -1, 486, 494, -1, 
160.95, 13, 15, -1, -1, 11, 9, 5, 3, 17, -1, -1, 488, 482, 496, 480, 484, -1, 486, 494, -1, 
161.00, 13, 15, -1, -1, 11, 9, 5, 3, 17, -1, 478, 488, 482, 496, 480, 484, -1, 486, 494, -1, 
161.05, 13, 15, -1, 19, 11, 9, 5, 3, 17, -1, 478, 488, 482, 496, 480, 484, -1, 486, 494, -1, 
161.10, 13, 15, -1, 19, 11, 9, 5, 3, 17, -1, 478, 488, 482, 496, 476, 484, -1, 486, 494, -1, 
161.15, 13, 15, -1, 19, 11, 9, 5, 21, 17, -1, 478, 488, 482, 496, 476, 484, -1, 486, 494, -1, 
161.20, 13, 15, -1, 19, 11, 9, 24, 21, 17, -1, 478, 488, 482, 496, 476, 484, -1, 486, 494, -1, 
161.25, 13, 15, -1, 19, 11, 9, 24, 21, 17, -1, 478, 488, 482, 496, 476, 473, -1, 486, 494, -1, 
161.30, 13, 15, -1, 19, 11, 9, 24, 21, 17, -1, 478, 488, 482, 496, 470, 473, -1, 486, 494, -1, 
161.35, 13, 15, -1, 19, 11, 9, 24, 21, 17, -1, 478, 488, 467, 496, 470, 473, -1, 486, 494, -1, 
161.40, 13, 15, -1, 19, 11, 9, 24, 21, 17, -1, 478, 464, 467, 496, 470, 473, -1, 486, 494, -1, 
161.45, 13, 15, -1, 19, 11, 27, 24, 21, 17, -1, 478, 464, 467, 496, 470, 473, -1, 486, 494, -1, 
161.50, 13, 15, -1, 19, 11, 27, 24, 21, 17, -1, 478, 464, 467, 496, 470, 473, 461, 486, 494, -1, 
161.55, 13, 15, -1, 19, 11, 27, 24, 21, 17, -1, 478, 464, 458, 496, 470, 473, 461, 486, 494, -1, 
161.60, 13, 15, -1, 19, 11, 27, 24, 21, 17, -1, 478, 455, 458, 496, 470, 473, 461, 486, 494, -1, 
161.65, 13, 15, -1, 19, 30, 27, 24, 21, 17, -1, 478, 455, 458, 496, 470, 473, 461, 486, 494, -1, 
161.70, 13, 15, -1, 19, 30, 27, 24, 33, 17, -1, 478, 455, 458, 496, 470, 473, 461, 486, 494, -1, 
161.75, 13, 15, -1, 19, 30, 27, 24, 33, 36, -1, 478, 455, 458, 496, 470, 473, 461, 486, 494, -1, 
161.80, 13, 15, -1, 19, 30, 27, 24, 33, 36, -1, 478, 455, 458, 496, 470, 473, 461, 486, 452, -1, 
161.85, 13, 15, -1, 19, 30, 27, 24, 33, 36, 39, 478, 455, 458, 496, 470, 473, 461, 486, 452, -1, 
161.90, 13, 15, -1, 19, 30, 27, 24, 33, 36, 39, 478, 455, 458, 496, 470, 473, 461, 486, 449, -1, 
161.95, 42, 15, -1, 19, 30, 27, 24, 33, 36, 39, 478, 455, 458, 496, 470, 473, 461, 486, 449, -1, 
162.00, 42, 15, -1, 45, 30, 27, 24, 33, 36, 39, 478, 455, 458, 496, 470, 473, 461, 486, 449, -1, 
162.05, 42, 15, -1, 45, 30, 27, 48, 33, 36, 39, 478, 455, 458, 496, 470, 473, 461, 486, 449, -1, 
162.10, 42, 15, -1, 45, 30, 27, 48, 33, 36, 51, 478, 455, 458, 496, 470, 473, 461, 486, 449, -1, 
162.15, 42, 15, -1, 45, 30, 27, 48, 54, 36, 51, 478, 455, 458, 496, 470, 473, 461, 486, 449, -1, 
162.20, 42, 15, -1, 45, 30, 27, 48, 54, 36, 51, 478, 455, 458, 496, 470, 473, 461, 486, 449, 446, 
162.25, 42, 15, -1, 45, 30, 27, 48, 54, 36, 51, 478, 455, 443, 496, 470, 473, 461, 486, 449, 446, 
162.30, 42, 15, 57, 45, 30, 27, 48, 54, 36, 51, 478, 455, 443, 496, 470, 473, 461, 486, 449, 446, 
162.35, 42, 15, 57, 45, 30, 27, 48, 54, 36, 51, 478, 455, 443, 440, 470, 473, 461, 486, 449, 446, 
162.40, 42, 15, 57, 45, 30, 27, 48, 54, 36, 51, 478, 455, 443, 440, 470, 437, 461, 486, 449, 446, 
162.45, 42, 15, 57, 45, 30, 27, 48, 54, 36, 60, 478, 455, 443, 440, 470, 437, 461, 486, 449, 446, 
162.50, 42, 15, 57, 45, 30, 27, 48, 54, 36, 60, 434, 455, 443, 440, 470, 437, 461, 486, 449, 446, 
162.55, 42, 15, 57, 45, 30, 27, 48, 54, 36, 60, 434, 455, 443, 440, 470, 437, 461, 431, 449, 446, 
162.60, 42, 15, 57, 45, 30, 27, 48, 54, 63, 60, 434, 455, 443, 440, 470, 437, 461, 431, 449, 446, 
162.65, 42, 15, 57, 45, 30, 27, 48, 54, 63, 60, 434, 455, 443, 440, 470, 437, 461, 431, 428, 446, 
162.70, 42, 15, 57, 45, 30, 27, 48, 54, 63, 60, 434, 455, 443, 440, 425, 437, 461, 431, 428, 446, 
162.75, 42, 15, 57, 45, 30, 66, 48, 54, 63, 60, 434, 455, 443, 440, 425, 437, 461, 431, 428, 446, 
162.80, 42, 15, 57, 45, 30, 66, 48, 69, 63, 60, 434, 455, 443, 440, 425, 437, 461, 431, 428, 446, 
162.85, 72, 15, 57, 45, 30, 66, 48, 69, 63, 60, 434, 455, 443, 440, 425, 437, 461, 431, 428, 446, 
162.90, 72, 15, 57, 45, 30, 75, 48, 69, 63, 60, 434, 455, 443, 440, 425, 437, 461, 431, 428, 446, 
162.95, 72, 15, 57, 45, 30, 75, 48, 69, 63, 60, 422, 455, 443, 440, 425, 437, 461, 431, 428, 446, 
163.00, 72, 15, 57, 45, 30, 75, 48, 69, 63, 60, 422, 419, 443, 440, 425, 437, 461, 431, 428, 446, 
163.05, 72, 15, 57, 45, 30, 75, 48, 69, 63, 60, 422, 419, 443, 440, 425, 437, 461, 431, 416, 446, 
163.10, 72, 15, 57, 45, 30, 75, 48, 69, 63, 78, 422, 419, 443, 440, 425, 437, 461, 431, 416, 446, 
163.15, 72, 15, 57, 45, 30, 75, 48, 69, 63, 78, 413, 419, 443, 440, 425, 437, 461, 431, 416, 446, 
163.20, 72, 15, 57, 45, 30, 81, 48, 69, 63, 78, 413, 419, 443, 440, 425, 437, 461, 431, 416, 446, 
163.25, 72, 15, 57, 84, 30, 81, 48, 69, 63, 78, 413, 419, 443, 440, 425, 437, 461, 431, 416, 446, 
163.30, 72, 15, 57, 84, 30, 81, 87, 69, 63, 78, 413, 419, 443, 440, 425, 437, 461, 431, 416, 446, 
163.35, 72, 15, 57, 84, 30, 81, 87, 69, 63, 78, 413, 419, 443, 440, 410, 437, 461, 431, 416, 446, 
163.40, 72, 15, 57, 84, 30, 81, 87, 69, 63, 78, 413, 419, 443, 440, 410, 437, 461, 431, 416, 407, 
163.45, 72, 15, 57, 84, 30, 81, 87, 69, 63, 78, 413, 419, 443, 440, 404, 437, 461, 431, 416, 407, 
163.50, 72, 15, 57, 84, 30, 81, 87, 69, 63, 78, 413, 419, 401, 440, 404, 437, 461, 431, 416, 407, 
163.55, 72, 15, 57, 84, 30, 81, 87, 69, 63, 78, 413, 419, 401, 440, 398, 437, 461, 431, 416, 407, 
163.60, 72, 15, 57, 84, 30, 81, 87, 69, 63, 78, 413, 419, 401, 440, 398, 437, 461, 395, 416, 407, 
163.65, 72, 15, 57, 84, 30, 81, 87, 90, 63, 78, 413, 419, 401, 440, 398, 437, 461, 395, 416, 407, 
163.70, 72, 93, 57, 84, 30, 81, 87, 90, 63, 78, 413, 419, 401, 440, 398, 437, 461, 395, 416, 407, 
163.75, 72, 93, 57, 84, 30, 81, 87, 90, 63, 78, 413, 419, 401, 392, 398, 437, 461, 395, 416, 407, 
163.80, 72, 93, 96, 84, 30, 81, 87, 90, 63, 78, 413, 419, 401, 392, 398, 437, 461, 395, 416, 407, 
163.85, 72, 99, 96, 84, 30, 81, 87, 90, 63, 78, 413, 419, 401, 392, 398, 437, 461, 395, 416, 407, 
163.90, 72, 99, 96, 84, 30, 81, 87, 90, 63, 78, 389, 419, 401, 392, 398, 437, 461, 395, 416, 407, 
163.95, 72, 99, 96, 84, 30, 81, 87, 90, 63, 78, 389, 419, 401, 392, 398, 437, 386, 395, 416, 407, 
164.00, 72, 99, 96, 84, 30, 81, 87, 90, 102, 78, 389, 419, 401, 392, 398, 437, 386, 395, 416, 407, 
164.05, 72, 99, 96, 84, 30, 81, 87, 90, 102, 78, 389, 419, 401, 392, 398, 437, 386, 395, 383, 407, 
164.10, 105, 99, 96, 84, 30, 81, 87, 90, 102, 78, 389, 419, 401, 392, 398, 437, 386, 395, 383, 407, 
164.15, 105, 99, 96, 84, 30, 81, 87, 108, 102, 78, 389, 419, 401, 392, 398, 437, 386, 395, 383, 407, 
164.20, 105, 99, 96, 84, 30, 81, 87, 108, 102, 78, 389, 419, 401, 392, 398, 437, 386, 380, 383, 407, 
164.25, 105, 99, 96, 84, 30, 81, 87, 108, 102, 78, 389, 377, 401, 392, 398, 437, 386, 380, 383, 407, 
164.30, 105, 99, 111, 84, 30, 81, 87, 108, 102, 78, 389, 377, 401, 392, 398, 437, 386, 380, 383, 407, 
164.35, 105, 99, 111, 84, 114, 81, 87, 108, 102, 78, 389, 377, 401, 392, 398, 437, 386, 380, 383, 407, 
164.40, 105, 99, 111, 84, 114, 81, 87, 108, 102, 78, 389, 377, 374, 392, 398, 437, 386, 380, 383, 407, 
164.45, 105, 99, 111, 84, 114, 81, 87, 108, 102, 78, 389, 377, 374, 392, 398, 437, 386, 371, 383, 407, 
164.50, 105, 99, 111, 84, 114, 81, 87, 108, 102, 78, 389, 377, 368, 392, 398, 437, 386, 371, 383, 407, 
164.55, 105, 99, 111, 84, 114, 81, 87, 108, 117, 78, 389, 377, 368, 392, 398, 437, 386, 371, 383, 407, 
164.60, 105, 99, 111, 84, 114, 81, 87, 108, 117, 78, 389, 365, 368, 392, 398, 437, 386, 371, 383, 407, 
164.65, 105, 99, 111, 84, 120, 81, 87, 108, 117, 78, 389, 365, 368, 392, 398, 437, 386, 371, 383, 407, 
164.70, 105, 99, 111, 84, 120, 81, 87, 108, 123, 78, 389, 365, 368, 392, 398, 437, 386, 371, 383, 407, 
164.75, 105, 99, 111, 84, 120, 81, 87, 108, 123, 78, 389, 365, 368, 392, 362, 437, 386, 371, 383, 407, 
164.80, 105, 99, 111, 84, 120, 81, 87, 108, 123, 78, 389, 359, 368, 392, 362, 437, 386, 371, 383, 407, 
164.85, 105, 99, 111, 84, 120, 81, 87, 108, 123, 78, 389, 359, 368, 392, 362, 437, 386, 356, 383, 407, 
164.90, 105, 99, 111, 84, 120, 81, 126, 108, 123, 78, 389, 359, 368, 392, 362, 437, 386, 356, 383, 407, 
164.95, 105, 99, 111, 84, 120, 81, 126, 108, 129, 78, 389, 359, 368, 392, 362, 437, 386, 356, 383, 407, 
165.00, 105, 99, 111, 84, 120, 81, 126, 108, 129, 78, 353, 359, 368, 392, 362, 437, 386, 356, 383, 407, 
165.05, 105, 99, 111, 84, 120, 81, 126, 108, 129, 78, 353, 359, 350, 392, 362, 437, 386, 356, 383, 407, 
165.10, 105, 99, 111, 84, 120, 81, 126, 108, 129, 78, 353, 359, 350, 347, 362, 437, 386, 356, 383, 407, 
165.15, 105, 99, 111, 84, 120, 81, 126, 108, 129, 78, 353, 359, 344, 347, 362, 437, 386, 356, 383, 407, 
165.20, 105, 99, 111, 84, 120, 81, 126, 108, 129, 78, 353, 359, 344, 347, 362, 437, 341, 356, 383, 407, 
165.25, 105, 99, 111, 84, 120, 81, 126, 108, 129, 78, 353, 359, 338, 347, 362, 437, 341, 356, 383, 407, 
165.30, 105, 99, 111, 84, 120, 81, 126, 108, 129, 78, 353, 335, 338, 347, 362, 437, 341, 356, 383, 407, 
165.35, 105, 99, 111, 84, 120, 81, 126, 108, 129, 78, 353, 335, 338, 347, 362, 437, 341, 356, 383, 332, 
165.40, 105, 99, 111, 84, 120, 81, 126, 108, 129, 132, 353, 335, 338, 347, 362, 437, 341, 356, 383, 332, 
165.45, 105, 99, 111, 84, 120, 81, 126, 108, 129, 132, 353, 335, 338, 347, 362, 329, 341, 356, 383, 332, 
165.50, 105, 99, 111, 84, 135, 81, 126, 108, 129, 132, 353, 335, 338, 347, 362, 329, 341, 356, 383, 332, 
165.55, 105, 99, 111, 138, 135, 81, 126, 108, 129, 132, 353, 335, 338, 347, 362, 329, 341, 356, 383, 332, 
165.60, 105, 99, 111, 138, 135, 81, 126, 108, 129, 132, 353, 335, 338, 326, 362, 329, 341, 356, 383, 332, 
165.65, 105, 99, 111, 138, 135, 81, 126, 108, 129, 132, 353, 335, 338, 326, 362, 329, 341, 356, 383, 323, 
165.70, 105, 99, 111, 138, 135, 81, 126, 108, 129, 132, 353, 335, 338, 326, 362, 329, 341, 356, 320, 323, 
165.75, 105, 99, 111, 138, 135, 81, 126, 141, 129, 132, 353, 335, 338, 326, 362, 329, 341, 356, 320, 323, 
165.80, 105, 99, 111, 138, 135, 81, 126, 141, 129, 132, 353, 335, 338, 326, 362, 317, 341, 356, 320, 323, 
165.85, 105, 99, 111, 138, 135, 81, 126, 141, 129, 132, 353, 335, 338, 326, 314, 317, 341, 356, 320, 323, 
165.90, 144, 99, 111, 138, 135, 81, 126, 141, 129, 132, 353, 335, 338, 326, 314, 317, 341, 356, 320, 323, 
165.95, 144, 99, 147, 138, 135, 81, 126, 141, 129, 132, 353, 335, 338, 326, 314, 317, 341, 356, 320, 323, 
166.00, 144, 99, 147, 138, 135, 81, 126, 141, 150, 132, 353, 335, 338, 326, 314, 317, 341, 356, 320, 323, 
166.05, 144, 99, 147, 138, 135, 81, 126, 141, 150, 132, 353, 335, 338, 311, 314, 317, 341, 356, 320, 323, 
166.10, 144, 99, 147, 138, 150.0, 81, 126, 141, 150, 132, 353, 335, 338, 311, 314, 317, 341, 356, 320, 323, 
166.15, 144, 99, 147, 138, 150.0, 81, 126, 141, 150, 132, 353, 335, 338, 311, 314, 317, 341, 356, 308, 323, 
166.20, 144, 99, 147, 138, 150.0, 81, 126, 141, 150, 132, 353, 335, 305, 311, 314, 317, 341, 356, 308, 323, 
166.25, 144, 99, 147, 138, 150.0, 81, 126, 141, 150, 132, 353, 335, 305, 311, 314, 317, 302, 356, 308, 323, 
166.30, 144, 99, 147, 138, 150.0, 81, 126, 141, 150, 132, 353, 299, 305, 311, 314, 317, 302, 356, 308, 323, 
166.35, 144, 99, 147, 138, 150.0, 81, 126, 141, 150, 132, 296, 299, 305, 311, 314, 317, 302, 356, 308, 323, 
166.40, 144, 99, 147, 138, 150.0, 81, 126, 141, 150, 132, 296, 299, 305, 311, 314, 317, 293, 356, 308, 323, 
166.45, 144, 99, 147, 138, 150.0, 81, 126, 141, 150, 132, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.50, 144, 99, 147, 138, 150.0, 81, 126, 141, 150.0, 132, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.55, 144, 150.0, 147, 138, 150.0, 81, 126, 141, 150.0, 132, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.60, 144, 150.0, 147, 138, 150.0, 81, 126, 141, 150.0, 132, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.65, 144, 150.0, 150.0, 138, 150.0, 81, 126, 141, 150.0, 132, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.70, 144, 150.0, 150.0, 138, 150.0, 150.0, 126, 141, 150.0, 132, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.75, 144, 150.0, 150.0, 138, 150.0, 150.0, 150.0, 141, 150.0, 132, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.80, 144, 150.0, 150.0, 138, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.85, 144, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.90, 144, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 296, 299, 305, 311, 290, 317, 293, 356, 308, 323, 
166.95, 144, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 296, 299, 305, 287, 290, 317, 293, 356, 308, 323, 
167.00, 144, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 296, 299, 305, 287, 290, 317, 293, 356, 284, 323, 
167.05, 144, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 296, 299, 305, 287, 290, 317, 281, 356, 284, 323, 
167.10, 144, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 296, 299, 305, 287, 290, 278, 281, 356, 284, 323, 
167.15, 144, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 275, 299, 305, 287, 290, 278, 281, 356, 284, 323, 
167.20, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 275, 299, 305, 287, 290, 278, 281, 356, 284, 323, 
167.25, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 275, 299, 305, 287, 290, 278, 281, 356, 284, 323, 
167.30, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 141, 150.0, 150.0, 275, 299, 305, 287, 272, 278, 281, 356, 284, 323, 
167.35, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 305, 287, 272, 278, 281, 356, 284, 323, 
167.40, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 305, 287, 272, 278, 281, 356, 284, 323, 
167.45, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 305, 287, 272, 278, 281, 356, 284, 323, 
167.50, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 305, 287, 272, 278, 281, 356, 269, 323, 
167.55, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 272, 278, 281, 356, 269, 323, 
167.60, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 272, 278, 281, 263, 269, 323, 
167.65, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 272, 278, 281, 263, 269, 260, 
167.70, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 281, 263, 269, 260, 
167.75, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 281, 263, 269, 260, 
167.80, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 281, 263, 269, 260, 
167.85, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 281, 263, 269, 260, 
167.90, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 281, 263, 269, 260, 
167.95, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 281, 263, 269, 260, 
168.00, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 281, 263, 269, 260, 
168.05, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 254, 263, 269, 260, 
168.10, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 254, 251, 269, 260, 
168.15, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 278, 254, 251, 269, 260, 
168.20, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 299, 266, 287, 257, 248, 254, 251, 269, 260, 
168.25, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 245, 266, 287, 257, 248, 254, 251, 269, 260, 
168.30, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 245, 266, 287, 257, 248, 254, 251, 269, 260, 
168.35, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 245, 266, 287, 257, 248, 254, 251, 269, 260, 
168.40, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 245, 266, 287, 242, 248, 254, 251, 269, 260, 
168.45, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 245, 266, 287, 242, 248, 254, 251, 269, 260, 
168.50, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 245, 266, 287, 242, 248, 254, 251, 269, 260, 
168.55, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 245, 266, 287, 242, 248, 254, 251, 269, 260, 
168.60, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 245, 266, 239, 242, 248, 254, 251, 269, 260, 
168.65, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 236, 266, 239, 242, 248, 254, 251, 269, 260, 
168.70, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 236, 266, 239, 242, 248, 254, 251, 269, 233, 
168.75, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 236, 266, 239, 242, 248, 254, 251, 269, 233, 
168.80, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 230, 266, 239, 242, 248, 254, 251, 269, 233, 
168.85, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 230, 266, 239, 242, 248, 254, 251, 269, 233, 
168.90, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 230, 266, 239, 242, 248, 254, 227, 269, 233, 
168.95, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 230, 266, 239, 242, 248, 254, 227, 269, 233, 
169.00, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 230, 266, 224, 242, 248, 254, 227, 269, 233, 
169.05, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 230, 266, 224, 242, 248, 254, 227, 269, 233, 
169.10, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 275, 230, 266, 224, 242, 248, 254, 227, 269, 233, 
169.15, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 254, 227, 269, 233, 
169.20, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 254, 227, 269, 233, 
169.25, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 218, 227, 269, 233, 
169.30, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 218, 227, 269, 233, 
169.35, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 218, 215, 269, 233, 
169.40, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 218, 215, 269, 233, 
169.45, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 212, 215, 269, 233, 
169.50, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 212, 215, 269, 233, 
169.55, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 212, 215, 269, 233, 
169.60, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 221, 230, 266, 224, 242, 248, 212, 215, 269, 233, 
